Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,Score
2/19/2016,1,2,10,7,10,6,7,4,1,8,1,2,3,8,0,2,2,10,3,4,21 to 35,Male,704.3,Excellent
12/10/2015,4,4,0,3,1,9,1,5,2,7,1,5,0,6,7,4,2,3,0,5,36 to 50,Female,614.4,Good
12/10/2015,2,2,2,3,2,10,2,2,1,1,3,9,4,4,7,6,1,3,0,1,36 to 50,Female,606.3,Good
12/10/2015,2,5,2,5,7,3,5,2,1,3,1,6,2,4,7,6,2,1,1,2,21 to 35,Female,609.1,Good
12/10/2015,1,5,1,10,3,10,3,2,2,2,10,10,5,7,0,5,1,3,0,6,21 to 35,Female,634.3,Good
12/10/2015,1,5,1,10,3,10,3,2,2,2,10,10,5,7,0,5,1,3,0,6,21 to 35,Female,634.3,Good
7/28/2016,4,3,5,10,5,8,10,5,1,7,9,5,9,5,4,5,1,3,5,9,21 to 35,Male,704.3,Excellent
12/11/2015,2,5,2,5,7,3,5,2,1,3,1,6,2,4,7,6,2,1,1,2,21 to 35,Female,609.1,Good
12/11/2015,1,2,0,6,7,3,2,0,2,9,1,1,1,7,0,1,1,6,6,10,21 to 35,Female,624,Good
5/4/2018,3,2,10,8,10,7,10,5,2,5,2,5,3,5,0,1,2,10,2,5,51 or more,Male,704.3,Excellent
12/11/2015,1,4,1,5,2,0,2,5,2,5,1,1,2,8,6,1,2,3,1,10,36 to 50,Female,610.6,Good
12/11/2015,0,3,4,0,5,4,2,5,1,0,1,3,0,7,0,8,2,4,0,10,Less than 20,Male,624.4,Good
5/30/2018,5,2,10,4,10,5,4,2,1,6,5,2,2,8,0,2,2,6,3,10,21 to 35,Female,704.3,Excellent
12/12/2015,4,4,10,10,10,10,5,5,2,8,5,3,4,7,10,3,2,10,2,8,36 to 50,Male,697.5,Good
12/12/2015,4,4,10,10,10,10,5,5,2,8,5,3,4,7,10,3,2,10,2,8,36 to 50,Male,697.5,Good
12/12/2015,3,4,7,2,2,4,2,0,1,8,0,5,0,8,1,3,1,6,6,4,36 to 50,Male,628.4,Good
5/11/2020 23:23,3,2,3,8,2,4,6,2,1,8,3,2,10,8,3,1,2,10,7,10,21 to 35,Male,704.3,Excellent
12/12/2015,5,1,0,1,0,6,5,0,1,9,4,6,5,5,0,1,2,5,4,10,21 to 35,Male,677.3,Good
12/13/2015,0,4,0,5,7,3,1,5,1,3,1,10,0,1,0,10,1,2,0,2,36 to 50,Male,592.3,Good
11/12/2020 13:00,3,3,6,4,3,4,5,5,1,10,7,4,10,6,0,8,2,10,2,10,51 or more,Male,704.3,Excellent
12/13/2015,3,3,3,2,0,2,0,1,1,3,1,2,0,7,5,3,2,6,1,6,51 or more,Female,608.9,Good
12/13/2015,5,4,2,6,6,4,2,2,1,8,2,6,0,7,3,2,2,6,2,10,21 to 35,Male,669.2,Good
12/13/2015,1,2,1,7,10,7,2,4,2,3,0,10,0,6,8,0,2,8,0,8,36 to 50,Male,649.4,Good
12/13/2015,1,3,1,6,3,1,0,1,1,6,2,1,5,5,5,6,2,5,0,3,36 to 50,Female,604.9,Good
12/14/2015,1,1,3,4,10,7,7,3,2,9,3,1,3,8,0,3,2,4,7,5,36 to 50,Female,671.8,Good
12/14/2015,2,5,0,4,4,2,4,0,1,5,1,7,0,7,0,5,2,1,2,5,51 or more,Female,616.7,Good
12/14/2015,2,4,2,4,3,10,2,0,2,3,1,1,4,7,0,2,2,5,1,3,36 to 50,Male,613.8,Good
11/27/2020 13:56,5,3,5,10,2,4,2,5,1,7,6,2,6,8,3,4,2,7,8,9,21 to 35,Female,704.3,Excellent
12/14/2015,3,0,10,2,0,0,0,0,1,2,0,3,1,7,0,0,2,3,5,10,36 to 50,Female,646.5,Good
12/14/2015,5,5,10,10,10,10,2,5,2,6,1,10,7,8,10,10,2,6,1,7,36 to 50,Female,680.4,Good
12/15/2015,2,3,3,7,8,3,8,1,2,7,5,2,8,8,10,3,2,8,3,7,21 to 35,Male,655,Good
8/15/2015,4,1,10,10,6,3,5,5,2,8,5,4,3,7,3,2,2,10,4,7,21 to 35,Female,704.5,Excellent
12/15/2015,4,5,7,3,5,7,7,3,1,10,1,8,5,9,0,8,2,5,1,7,36 to 50,Female,685.3,Good
12/15/2015,5,4,5,8,5,10,6,3,1,7,8,4,5,8,4,3,2,3,2,5,Less than 20,Female,694.5,Good
8/20/2015,4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,51 or more,Male,704.5,Excellent
8/20/2015,4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,51 or more,Male,704.5,Excellent
8/21/2015,4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,51 or more,Male,704.5,Excellent
12/16/2015,4,1,4,4,3,5,2,2,1,8,0,10,2,8,0,1,2,10,0,5,51 or more,Female,683.8,Good
12/16/2015,0,1,2,10,7,10,0,5,1,5,4,7,1,9,10,1,2,2,5,10,Less than 20,Male,681.7,Good
12/16/2015,5,3,3,10,7,10,2,1,2,5,3,4,1,7,0,0,2,3,1,0,36 to 50,Female,651.8,Good
12/17/2015,4,3,4,5,8,5,10,5,2,4,2,10,3,6,0,0,1,8,3,10,51 or more,Female,683.4,Good
12/17/2015,3,3,3,3,7,7,2,4,1,2,2,8,0,7,5,3,1,3,0,3,36 to 50,Female,627.1,Good
8/21/2015,4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,51 or more,Male,704.5,Excellent
12/17/2015,1,3,0,3,1,1,0,1,2,2,0,1,0,9,1,3,2,0,0,1,21 to 35,Male,566.6,Good
12/17/2015,5,0,5,5,4,10,0,4,1,3,3,6,0,8,0,10,2,4,0,2,51 or more,Female,662.6,Good
12/17/2015,3,1,10,6,10,10,7,5,2,8,2,9,1,7,10,1,2,1,3,10,51 or more,Male,695.3,Good
12/18/2015,2,0,10,4,5,10,3,1,2,2,4,3,0,10,0,5,2,10,2,6,36 to 50,Female,665.8,Good
12/18/2015,1,5,1,1,3,10,5,1,1,8,6,8,2,5,10,2,2,5,8,0,51 or more,Male,638.6,Good
12/18/2015,2,2,4,3,4,6,4,2,2,0,3,8,2,5,0,2,1,5,2,0,36 to 50,Female,611.4,Good
12/18/2015,3,2,4,3,10,10,1,5,1,5,2,10,2,8,0,1,1,2,2,3,21 to 35,Female,671.9,Good
12/18/2015,4,2,4,3,5,10,3,5,1,8,2,7,10,7,0,2,2,2,0,6,21 to 35,Female,698.3,Good
8/21/2015,4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,51 or more,Male,704.5,Excellent
12/18/2015,1,4,10,4,6,10,1,5,2,7,0,8,2,6,5,7,2,3,1,7,51 or more,Male,643.9,Good
12/18/2015,1,4,3,3,1,1,2,3,1,3,1,1,2,10,8,0,2,7,1,4,Less than 20,Male,616.1,Good
8/21/2015,4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,51 or more,Male,704.5,Excellent
12/19/2015,5,2,5,7,10,6,3,0,1,8,2,7,2,9,0,0,2,1,2,10,21 to 35,Male,697,Good
9/13/2015,2,2,4,10,10,10,8,5,2,4,8,5,3,6,0,2,1,10,7,10,21 to 35,Male,704.5,Excellent
12/19/2015,3,5,8,8,10,2,5,1,1,3,3,7,1,8,3,1,1,3,1,7,21 to 35,Female,649.2,Good
12/19/2015,2,4,3,10,8,4,3,4,1,7,1,7,1,8,10,7,2,5,1,6,21 to 35,Female,650.9,Good
12/20/2015,2,1,1,2,2,6,0,0,1,0,1,2,0,8,0,2,2,1,1,6,21 to 35,Male,614.2,Good
12/20/2015,3,4,3,8,6,10,3,1,2,4,0,4,1,7,6,6,1,8,1,6,36 to 50,Female,612.7,Good
12/20/2015,1,1,4,4,3,4,1,0,1,3,1,5,0,7,5,1,2,2,2,4,Less than 20,Male,621.4,Good
12/20/2015,3,4,2,10,5,10,8,3,2,4,3,3,5,8,8,3,2,10,6,3,51 or more,Male,665.4,Good
12/20/2015,2,4,10,3,10,4,5,5,2,1,4,3,6,8,7,0,2,9,2,2,36 to 50,Female,658.6,Good
12/21/2015,2,1,1,2,2,6,0,0,1,0,1,2,0,8,0,2,2,1,1,6,21 to 35,Male,614.2,Good
12/21/2015,2,1,1,2,2,6,0,0,1,0,1,2,0,8,0,2,2,1,1,6,21 to 35,Male,614.2,Good
12/21/2015,5,2,3,3,10,6,3,5,1,10,1,2,0,7,4,0,2,3,4,10,36 to 50,Female,688.8,Good
12/21/2015,2,2,10,3,1,2,3,2,1,3,3,6,1,7,0,1,2,3,2,5,21 to 35,Male,652.2,Good
12/29/2016,3,1,5,10,2,10,6,1,1,6,3,5,3,6,0,1,2,10,5,7,51 or more,Female,704.5,Excellent
1/22/2017,3,0,6,4,6,8,10,0,1,10,5,2,2,9,1,0,2,2,4,10,21 to 35,Male,704.5,Excellent
12/21/2015,4,4,3,8,8,10,2,2,1,10,6,2,0,6,0,1,1,1,1,3,51 or more,Male,652.9,Good
12/21/2015,1,3,3,3,10,10,3,3,2,9,4,7,5,8,10,2,2,7,6,3,36 to 50,Male,662.8,Good
12/21/2015,3,4,3,2,2,2,5,2,1,4,0,1,0,8,10,5,2,2,0,6,21 to 35,Female,600.4,Good
12/21/2015,3,3,10,3,7,4,5,0,2,0,3,9,7,10,0,0,1,5,0,9,21 to 35,Male,653.4,Good
12/21/2015,2,3,4,3,4,10,2,2,1,2,1,10,5,10,5,3,1,3,2,4,Less than 20,Female,640,Good
12/22/2015,3,4,10,10,4,5,9,5,1,8,4,8,2,4,7,10,2,10,3,9,21 to 35,Female,694.5,Good
3/19/2017,2,1,10,8,5,6,4,5,2,7,3,3,10,8,0,2,2,4,5,10,21 to 35,Female,704.5,Excellent
12/22/2015,5,1,6,6,8,2,3,5,1,7,4,2,5,8,0,3,1,8,0,6,51 or more,Female,682.2,Good
12/22/2015,2,4,7,5,2,10,1,1,2,4,1,4,10,7,0,2,2,4,1,6,21 to 35,Male,645,Good
12/22/2015,5,3,5,6,10,5,2,1,1,9,5,4,0,7,0,6,2,8,4,5,36 to 50,Female,682.4,Good
12/22/2015,2,5,2,8,5,4,2,1,1,2,2,3,2,6,10,5,1,7,1,5,36 to 50,Male,597,Good
12/22/2015,4,3,4,5,8,5,10,5,2,4,2,10,3,6,0,0,1,8,3,10,51 or more,Female,683.4,Good
12/23/2015,2,3,10,4,10,10,10,2,2,9,4,4,2,6,10,0,2,10,8,10,51 or more,Male,697.5,Good
12/23/2015,5,2,6,2,8,7,5,3,2,7,1,8,0,8,3,2,2,9,0,8,21 to 35,Male,676.6,Good
12/23/2015,2,4,10,7,6,10,2,5,1,4,0,3,10,7,0,3,2,1,1,10,Less than 20,Male,689,Good
12/23/2015,3,4,10,5,7,10,5,1,2,3,5,3,1,8,0,8,2,10,1,5,21 to 35,Female,656.9,Good
12/23/2015,4,2,7,6,10,4,1,1,1,10,5,2,2,7,0,6,2,6,7,5,36 to 50,Female,685.4,Good
12/23/2015,1,1,4,4,6,9,1,2,2,7,1,2,0,7,8,5,1,5,2,2,51 or more,Female,598.7,Good
3/25/2017,2,1,10,8,5,6,4,5,2,7,3,3,10,8,0,2,2,4,5,10,21 to 35,Female,704.5,Excellent
8/13/2018,3,3,10,9,10,10,6,4,1,3,4,5,2,6,4,4,2,9,2,7,Less than 20,Male,704.5,Excellent
12/24/2015,4,1,5,10,4,3,2,5,1,6,2,5,0,7,0,5,2,10,2,10,21 to 35,Female,694.5,Good
4/3/2019 12:35,5,3,10,10,10,8,7,5,2,2,5,5,10,6,6,0,2,4,1,7,51 or more,Female,704.5,Excellent
12/24/2015,2,1,6,7,5,6,2,5,1,8,2,2,2,8,1,1,2,2,2,10,Less than 20,Female,685.6,Good
12/25/2015,5,5,5,9,3,10,0,0,1,10,1,10,2,7,0,1,1,0,0,10,Less than 20,Female,659.8,Good
12/25/2015,1,4,10,8,4,8,5,0,2,5,4,7,1,7,0,3,2,8,3,5,21 to 35,Male,659.2,Good
12/26/2015,1,1,2,8,2,5,5,2,1,5,2,4,1,8,6,6,2,4,2,2,21 to 35,Female,635,Good
12/26/2015,2,1,5,8,3,9,3,1,1,7,4,6,3,8,1,1,2,3,8,7,Less than 20,Female,693.2,Good
12/26/2015,5,4,5,2,3,5,7,4,1,8,0,5,10,9,6,7,1,10,8,7,51 or more,Male,676.2,Good
7/23/2019 4:10,4,3,7,8,7,10,6,5,1,5,5,3,5,8,2,5,2,4,5,5,36 to 50,Female,704.5,Excellent
12/26/2015,1,3,10,4,10,10,10,5,1,5,5,3,10,6,10,4,2,3,3,4,21 to 35,Female,690.5,Good
12/26/2015,3,4,3,2,2,10,10,0,1,8,1,8,3,6,3,10,2,10,10,5,36 to 50,Male,671.1,Good
12/27/2015,3,5,3,4,2,4,3,1,1,7,3,5,0,5,10,10,1,3,1,1,36 to 50,Female,578.5,Good
12/27/2015,0,1,4,6,3,8,0,2,1,4,2,4,1,7,7,2,1,5,1,9,21 to 35,Female,626.3,Good
10/25/2020 5:21,3,4,10,4,10,10,6,5,1,5,4,3,5,8,0,1,1,10,4,7,21 to 35,Female,704.5,Excellent
7/20/2015,5,2,3,1,10,10,3,5,1,8,2,5,2,7,1,0,2,5,2,10,21 to 35,Female,704.7,Excellent
12/27/2015,3,4,3,7,7,6,7,5,1,7,4,1,0,5,2,6,1,10,7,9,36 to 50,Female,669.5,Good
8/25/2015,2,2,8,10,10,10,3,2,2,8,4,7,4,5,0,2,2,10,2,10,36 to 50,Female,704.7,Excellent
12/27/2015,3,5,5,4,10,3,10,5,2,3,3,4,4,7,5,3,1,10,2,2,36 to 50,Male,639.9,Good
12/27/2015,3,3,1,5,10,3,5,3,1,3,3,7,5,8,10,1,1,5,6,2,51 or more,Male,645.8,Good
12/27/2015,1,1,10,6,5,5,5,5,2,4,3,3,5,5,0,2,2,10,5,10,51 or more,Male,688.6,Good
12/28/2015,0,4,1,1,5,5,2,2,1,2,2,4,0,6,5,4,2,10,0,10,36 to 50,Female,622.7,Good
10/22/2015,4,3,3,10,7,10,5,5,1,10,3,5,5,7,10,2,2,10,3,5,21 to 35,Female,704.7,Excellent
12/28/2015,5,5,0,5,10,4,10,5,1,4,1,9,0,8,0,0,1,10,3,6,51 or more,Female,683.6,Good
12/28/2015,3,1,5,5,2,6,2,5,1,3,1,2,3,8,0,3,1,5,1,1,36 to 50,Female,639.7,Good
12/28/2015,3,3,10,6,4,7,6,3,2,7,3,6,3,8,0,2,2,4,8,3,Less than 20,Male,681.3,Good
12/28/2015,3,3,5,8,4,5,4,0,1,7,1,8,5,6,0,10,2,5,2,10,36 to 50,Male,666,Good
10/31/2015,2,5,8,5,10,10,10,5,1,5,2,4,1,8,0,1,2,5,10,2,21 to 35,Female,704.7,Excellent
12/29/2015,3,3,2,5,5,2,2,2,1,2,2,1,1,6,7,4,1,2,1,5,51 or more,Male,594.9,Good
12/29/2015,4,4,2,1,0,2,2,1,1,0,2,2,2,8,7,3,1,1,3,6,51 or more,Female,585.3,Good
12/29/2015,4,4,4,2,1,1,2,4,1,1,0,1,1,8,10,1,1,1,1,10,51 or more,Female,597,Good
12/30/2015,3,4,6,10,3,2,6,2,1,3,4,6,1,9,10,0,2,10,1,5,21 to 35,Female,662.8,Good
11/16/2015,4,2,10,3,10,6,10,5,2,3,3,4,4,8,0,2,2,10,4,6,51 or more,Female,704.7,Excellent
1/24/2017,2,0,7,4,8,1,7,1,1,8,7,2,10,10,0,0,1,4,9,10,36 to 50,Male,704.7,Excellent
12/30/2015,2,4,3,8,7,10,1,4,1,8,2,5,0,6,0,7,2,4,3,1,36 to 50,Male,656.9,Good
12/31/2015,5,2,0,0,2,4,0,0,1,10,3,3,2,8,0,0,1,0,2,1,21 to 35,Male,616.1,Good
12/31/2015,5,1,1,1,2,2,9,0,1,9,7,7,8,7,7,5,2,5,9,9,21 to 35,Male,686.4,Good
12/31/2015,4,3,0,2,3,6,1,1,1,2,2,3,1,8,1,6,2,2,0,5,51 or more,Female,617.8,Good
1/1/2016,5,4,10,3,2,2,1,3,1,3,1,3,1,9,0,7,2,4,5,1,21 to 35,Female,641.8,Good
1/1/2016,3,3,1,10,0,4,4,1,2,3,2,10,1,10,1,5,1,5,1,10,Less than 20,Female,628.1,Good
1/1/2016,2,4,5,10,10,10,2,1,2,7,1,3,0,6,0,4,1,10,6,7,36 to 50,Female,649.7,Good
1/1/2016,3,4,10,7,2,10,1,3,2,2,3,6,2,8,10,3,2,3,1,7,21 to 35,Male,637.1,Good
7/12/2018,0,5,0,0,0,0,0,0,1,0,0,1,0,1,10,0,1,0,0,0,21 to 35,Male,514,Poor
1/1/2016,5,1,6,5,3,4,1,5,2,7,3,5,0,8,0,2,2,4,1,6,36 to 50,Male,664.1,Good
1/2/2016,3,3,6,7,6,6,2,5,1,8,3,5,5,8,7,6,2,4,2,6,Less than 20,Female,674.3,Good
1/2/2016,2,4,5,5,3,4,1,4,1,10,10,10,0,6,10,1,1,3,2,4,36 to 50,Female,642.6,Good
1/25/2017,4,4,8,10,10,10,4,5,2,5,5,5,4,7,10,1,2,10,6,10,51 or more,Female,704.7,Excellent
1/2/2016,3,4,10,7,2,10,1,3,2,2,3,6,2,8,10,3,2,3,1,7,21 to 35,Male,637.1,Good
2/9/2017,4,5,10,7,10,3,10,3,1,7,4,6,10,6,10,7,2,10,3,10,36 to 50,Female,704.7,Excellent
2/17/2017,1,2,5,9,3,10,4,2,1,9,3,4,8,8,1,5,2,10,7,7,21 to 35,Female,704.7,Excellent
1/2/2016,1,1,7,10,10,5,2,2,1,9,1,2,2,6,10,2,2,1,1,10,36 to 50,Female,661.4,Good
1/3/2016,4,4,4,8,10,10,7,5,2,5,2,6,5,6,6,0,2,10,8,5,51 or more,Female,699.6,Good
1/3/2016,4,4,10,5,3,6,4,1,1,9,1,10,2,9,0,1,1,10,5,7,51 or more,Female,687.4,Good
1/3/2016,0,5,2,2,0,1,0,0,1,1,1,1,0,9,0,8,1,1,0,10,21 to 35,Female,563.2,Good
1/3/2016,5,4,1,3,2,1,1,2,1,7,1,10,0,8,10,0,2,5,2,10,51 or more,Female,644.7,Good
1/3/2016,5,0,10,4,6,5,6,5,2,8,2,10,0,6,0,2,1,8,2,10,51 or more,Female,691.9,Good
1/3/2016,5,0,10,4,6,5,6,5,2,8,2,10,0,6,0,2,1,8,2,10,51 or more,Female,691.9,Good
2/17/2017,1,2,5,9,3,10,4,2,1,9,3,4,8,8,1,5,2,10,7,7,21 to 35,Female,704.7,Excellent
1/3/2016,2,1,2,7,5,5,2,2,1,8,4,4,5,8,0,3,2,10,4,5,36 to 50,Male,686,Good
1/3/2016,4,1,4,2,5,10,2,1,1,5,5,7,3,7,3,1,2,4,1,7,21 to 35,Male,676.2,Good
1/3/2016,1,5,3,2,10,2,3,5,1,7,1,4,0,5,5,10,2,10,2,1,36 to 50,Female,625.9,Good
1/4/2016,2,2,2,1,1,2,2,0,2,2,0,4,2,4,0,0,1,2,0,1,21 to 35,Male,567.9,Good
1/4/2016,2,2,1,1,0,2,1,0,2,2,0,6,2,5,0,1,1,2,0,2,21 to 35,Male,568.5,Good
1/4/2016,1,5,10,10,6,7,4,3,2,3,1,6,1,6,0,5,2,10,1,7,36 to 50,Male,657.1,Good
1/4/2016,4,2,10,5,10,10,4,1,2,7,2,6,2,8,10,0,2,7,6,7,21 to 35,Male,683,Good
1/4/2016,2,3,1,4,1,10,3,0,1,4,1,8,5,7,5,4,2,3,2,5,36 to 50,Male,637.3,Good
1/4/2016,0,5,3,1,10,10,1,1,2,3,2,3,2,5,0,4,1,10,4,7,36 to 50,Male,612.1,Good
1/4/2016,4,4,3,10,4,7,2,5,2,3,1,8,10,8,7,1,2,10,1,10,36 to 50,Female,681.7,Good
1/4/2016,2,1,1,3,7,10,5,5,1,5,2,6,5,8,2,4,2,6,8,3,36 to 50,Female,691.5,Good
1/5/2016,2,2,10,3,10,10,2,2,2,6,3,6,0,7,0,1,2,4,6,7,21 to 35,Female,677.7,Good
1/5/2016,4,3,4,5,8,5,10,5,2,4,2,10,3,6,0,0,1,8,3,10,51 or more,Female,683.4,Good
1/5/2016,2,2,4,7,5,10,3,3,1,8,3,4,5,7,8,3,2,6,1,5,21 to 35,Female,670.5,Good
1/5/2016,2,5,1,4,2,10,3,2,2,3,4,2,5,6,3,7,1,7,4,3,21 to 35,Male,600.2,Good
1/5/2016,3,4,0,2,0,10,10,2,2,0,0,2,10,8,10,5,1,3,0,10,21 to 35,Male,600.6,Good
1/5/2016,1,4,3,8,7,10,3,5,2,5,5,5,0,6,10,3,1,5,1,3,21 to 35,Male,617.8,Good
1/5/2016,5,2,8,2,6,4,3,1,2,1,1,3,1,9,2,2,1,3,1,3,21 to 35,Female,612.9,Good
6/12/2017,5,2,10,4,4,8,10,3,2,7,6,6,5,6,5,3,2,7,6,10,51 or more,Male,704.7,Excellent
1/5/2016,3,3,1,4,2,6,6,4,1,7,1,2,0,8,0,3,1,4,1,8,Less than 20,Female,639.7,Good
1/5/2016,1,2,1,3,4,8,3,2,1,7,4,3,2,7,2,4,2,9,1,4,21 to 35,Male,651.6,Good
1/5/2016,3,1,4,5,4,5,5,0,2,7,5,8,10,8,0,2,2,5,6,7,36 to 50,Male,685.1,Good
1/6/2016,2,1,5,8,1,5,1,1,1,4,2,2,2,6,10,0,2,2,2,6,21 to 35,Male,630.8,Good
1/6/2016,3,3,3,5,8,10,8,3,2,8,7,1,10,7,0,3,2,10,6,3,36 to 50,Female,697.1,Good
11/16/2017,2,2,3,7,8,5,5,5,1,7,8,5,10,7,4,1,2,4,4,5,36 to 50,Male,704.7,Excellent
1/6/2016,5,1,5,5,3,10,2,1,2,5,1,9,10,7,0,1,2,10,0,10,21 to 35,Female,693.6,Good
1/6/2016,1,1,10,10,10,4,5,4,1,5,1,5,5,6,10,1,1,8,1,1,21 to 35,Male,662,Good
1/6/2016,4,4,3,3,0,10,2,3,1,8,2,4,3,6,9,1,1,4,4,2,21 to 35,Male,626.1,Good
1/6/2016,1,1,4,1,2,9,0,1,1,0,0,10,0,6,10,0,2,8,0,6,21 to 35,Male,629,Good
1/6/2016,4,4,2,10,10,3,1,5,2,8,1,4,5,6,0,7,2,6,0,4,21 to 35,Female,653.3,Good
1/6/2016,2,3,8,3,5,3,2,0,2,5,1,8,1,7,0,8,1,3,0,10,21 to 35,Male,608.4,Good
1/6/2016,2,4,9,4,0,7,0,0,1,8,1,7,3,5,4,10,2,10,0,7,Less than 20,Female,636.7,Good
1/6/2016,0,4,2,4,7,10,0,2,2,8,3,10,10,4,0,6,2,10,0,7,Less than 20,Male,657.5,Good
12/11/2017,4,1,10,10,4,1,10,2,1,1,4,3,5,9,2,1,2,10,5,4,Less than 20,Male,704.7,Excellent
1/7/2016,5,5,8,8,10,10,5,2,2,8,6,6,2,7,2,3,1,10,10,5,36 to 50,Male,689.6,Good
1/7/2016,5,5,8,8,10,10,5,2,2,8,6,6,2,7,2,3,1,10,10,5,36 to 50,Male,689.6,Good
1/7/2016,1,4,5,4,4,4,3,3,2,2,3,2,2,8,5,4,1,10,1,4,36 to 50,Male,602.3,Good
1/7/2016,3,1,4,10,5,10,7,4,2,9,1,4,1,7,0,1,2,10,2,7,51 or more,Male,696,Good
1/7/2016,1,2,2,7,0,10,5,1,1,1,3,8,1,6,0,2,2,5,0,4,21 to 35,Male,649,Good
8/18/2018,1,1,10,10,10,4,1,4,1,5,1,5,10,7,0,1,2,3,0,10,51 or more,Female,704.7,Excellent
3/16/2019 11:20,5,1,2,2,7,10,10,0,2,8,8,5,2,7,2,0,2,8,8,10,51 or more,Male,704.7,Excellent
1/8/2016,4,4,3,3,3,10,2,1,2,3,2,4,3,6,1,4,1,3,1,2,21 to 35,Female,600.6,Good
10/17/2019 0:26,4,3,10,6,8,10,5,5,2,4,3,5,3,7,0,3,2,4,9,10,51 or more,Female,704.7,Excellent
11/5/2019 0:27,2,1,5,6,10,2,5,5,1,5,3,4,5,8,0,2,2,10,3,7,51 or more,Male,704.7,Excellent
2/11/2020 20:46,2,2,3,9,9,8,7,4,2,9,9,5,8,7,6,1,2,4,7,7,51 or more,Female,704.7,Excellent
2/17/2020 16:19,3,2,4,8,7,5,5,5,1,8,7,4,7,8,0,5,2,4,2,7,21 to 35,Female,704.7,Excellent
1/8/2016,5,5,2,5,4,0,1,2,2,4,2,6,0,6,0,1,2,5,0,10,51 or more,Male,628.2,Good
4/9/2020 14:44,5,3,7,9,8,8,8,5,2,9,9,6,7,6,6,2,1,8,6,6,51 or more,Female,704.7,Excellent
1/9/2016,2,2,4,5,1,6,0,0,2,4,1,3,0,8,0,2,2,5,3,2,36 to 50,Female,614.4,Good
1/9/2016,5,5,4,6,2,3,2,5,2,4,2,10,1,6,0,7,1,3,0,7,36 to 50,Female,620.5,Good
1/9/2016,5,5,4,6,2,3,2,5,2,4,2,10,1,6,0,7,1,3,0,7,36 to 50,Female,620.5,Good
1/9/2016,3,1,5,5,3,1,0,3,2,4,2,1,0,8,0,3,2,10,2,7,21 to 35,Female,639.5,Good
1/10/2016,1,2,5,5,4,6,3,1,2,3,7,2,1,5,0,0,2,0,2,8,51 or more,Female,632.3,Good
7/22/2020 6:00,5,2,10,5,10,9,10,0,1,7,4,5,2,7,4,3,2,5,4,6,21 to 35,Male,704.7,Excellent
11/24/2020 17:14,4,3,2,3,10,4,1,5,2,6,6,5,10,7,0,0,2,9,8,10,36 to 50,Female,704.7,Excellent
1/10/2016,5,3,1,3,3,10,0,1,1,7,3,2,1,6,5,3,2,7,0,4,36 to 50,Female,639.3,Good
10/10/2015,2,2,7,6,5,9,8,4,1,3,8,5,7,8,5,6,2,7,7,6,21 to 35,Male,704.9,Excellent
1/26/2016,3,1,5,10,8,10,0,5,2,7,8,5,2,8,0,1,2,5,6,6,51 or more,Female,704.9,Excellent
1/10/2016,1,1,10,5,4,5,5,2,1,7,4,5,1,6,8,0,2,5,1,6,21 to 35,Male,665.4,Good
1/10/2016,2,2,2,4,4,2,0,4,2,7,1,2,1,5,0,3,2,8,0,8,51 or more,Female,628.9,Good
3/28/2016,4,1,5,9,8,5,7,5,2,8,4,6,6,7,0,0,2,5,2,5,51 or more,Female,704.9,Excellent
1/10/2016,5,2,10,3,1,4,10,2,1,8,1,3,4,8,1,1,2,5,3,7,21 to 35,Male,690.9,Good
1/10/2016,3,5,1,5,8,10,7,4,2,7,7,2,9,6,10,8,2,3,5,0,36 to 50,Female,641,Good
4/9/2016,3,2,10,3,6,8,6,3,1,5,3,5,10,8,5,0,2,10,4,2,36 to 50,Female,704.9,Excellent
1/10/2016,4,1,5,2,2,3,2,2,1,7,1,6,0,8,0,4,2,0,1,2,36 to 50,Female,640.5,Good
1/11/2016,3,4,2,2,1,10,1,2,1,5,3,3,2,8,2,3,2,4,5,3,36 to 50,Female,641.6,Good
1/11/2016,3,3,2,10,5,10,9,4,2,8,3,7,1,6,0,1,1,10,1,7,36 to 50,Female,676,Good
9/28/2016,3,1,7,8,7,10,7,2,1,7,3,7,1,6,0,2,2,4,3,7,21 to 35,Male,704.9,Excellent
1/11/2016,5,4,5,4,2,6,1,1,1,5,1,5,0,6,0,10,1,2,0,10,21 to 35,Female,616.1,Good
1/11/2016,4,2,8,5,4,5,3,3,1,5,6,6,1,5,0,3,2,4,3,6,51 or more,Female,679,Good
